word,length,n_synsets,n_synonyms,n_consonants,n_vowels,n_hypernyms,n_hyponyms,n_consonantconjuncts,n_syllables,frequency,label
सृजनहार,0.333333333333333,0,0.046153846153846,0.5,0.2,0.011764705882353,0.083333333333333,0,0.666666666666667,0.001806684733514,1
सृष्टिकर्ता,0.777777777777778,0,0.046153846153846,0.75,0.8,0.011764705882353,0.083333333333333,1,0.666666666666667,0.018970189701897,1
सिरजनहार,0.444444444444444,0,0.046153846153846,0.75,0.2,0.011764705882353,0.083333333333333,0,1,0.007226738934056,1
रचनाकार,0.333333333333333,0,0.046153846153846,0.5,0.2,0.011764705882353,0.083333333333333,0,0.666666666666667,0.870822041553749,1
रचयिता,0.222222222222222,0,0.046153846153846,0.25,0.2,0.011764705882353,0.083333333333333,0,0.666666666666667,0.128274616079494,1
रचेता,0.111111111111111,0,0.046153846153846,0,0.2,0.011764705882353,0.083333333333333,0,0.333333333333333,0,1
प्रणेता,0.333333333333333,0,0.046153846153846,0.25,0.4,0.011764705882353,0.083333333333333,0.5,0.666666666666667,0.05420054200542,1
फिल्मनिर्माता,1,0,0,1,1,0,0,1,1,0.000903342366757,1
प्रोड्यूसर,0.666666666666667,0,0,0.75,0.6,0,0,1,0.666666666666667,0.208672086720867,1
प्रड्यूसर,0.555555555555556,0,0,0.75,0.4,0,0,1,0.666666666666667,0,1
संयंत्र,1,1,1,1,1,1,1,1,1,0.464023893565028,1
कार्यरत,0.555555555555556,1,0.222222222222222,1,0.333333333333333,0,0,0.5,0.5,1,1
अभिक्रांती,0.888888888888889,0,0.111111111111111,0.666666666666667,1,1,0,0.5,0.75,0,1
अभिक्रान्ती,1,0,0.111111111111111,1,1,1,0,1,0.75,0,1
तेजोमंडित,0.777777777777778,0,0.19375,0.6,0.8,0,0,0,0.75,0,1
तेजपूर्ण,0.666666666666667,0,0.19375,0.6,0.6,0,0,0.333333333333333,0.5,0.001639344262295,1
कांतिमान,0.666666666666667,0,0.19375,0.4,0.8,0,0,0,0.5,0.186065573770492,1
कान्तिमान,0.777777777777778,0,0.19375,0.6,0.8,0,0,0.333333333333333,0.5,0.104098360655738,1
कांतिमान्,0.777777777777778,0,0.19375,0.4,1,0,0,0.333333333333333,0.5,0.000819672131148,1
कान्तिमान्,0.888888888888889,0,0.19375,0.6,1,0,0,0.666666666666667,0.5,0,1
कांतियुक्त,0.888888888888889,0,0.19375,0.6,1,0,0,0.333333333333333,0.5,0.007377049180328,1
कान्तियुक्त,1,0,0.19375,0.8,1,0,0,0.666666666666667,0.5,0.00327868852459,1
जाज्वल्यमान,1,0,0.19375,1,0.8,0,0,0.666666666666667,0.75,0.014754098360656,1
देदीप्यमान,0.888888888888889,0,0.19375,0.8,0.8,0,0,0.333333333333333,0.75,0.036065573770492,1
आलोकित,0.444444444444444,0.090909090909091,0.2875,0.2,0.6,0,0,0,0.5,0.09672131147541,1
दीप्त,0.333333333333333,0,0.08125,0.2,0.4,0.018867924528302,0.0625,0.333333333333333,0,0.072950819672131,1
प्रकाशवान,0.777777777777778,0,0.19375,0.8,0.6,0,0,0.333333333333333,1,0.012295081967213,1
द्युतिमान्,0.888888888888889,0.181818181818182,0.01875,0.6,1,0.056603773584906,0,0.666666666666667,0.75,0.001639344262295,1
द्युतिमान,0.777777777777778,0.181818181818182,0.01875,0.6,0.8,0.056603773584906,0,0.333333333333333,0.75,0.018032786885246,1
द्युत,0.333333333333333,0,0.19375,0.2,0.4,0,0,0.333333333333333,0.25,0.00655737704918,1
द्युतिमंत,0.777777777777778,0,0.19375,0.6,0.8,0,0,0.333333333333333,0.75,0,1
द्युतिमन्त,0.888888888888889,0,0.19375,0.8,0.8,0,0,0.666666666666667,0.75,0,1
चक,0,0.181818181818182,0.204545454545455,0.25,0,0.054545454545455,0,0,0,0.237194044915468,1
नभि,0.2,0,0.045454545454546,0.25,0.333333333333333,0.012121212121212,0,0,0,0.001009336361342,1
अरि,0.2,0.545454545454545,0.852272727272727,0,0.666666666666667,0.703030303030303,0.101694915254237,0,0.5,0.004794347716376,1
दोषिक,0.6,0,0,1,0.333333333333333,0,0,0,0.5,0,1
अपाटव,0.6,1,1,1,0.333333333333333,0.716666666666667,0.842105263157895,0,1,0,1
अन्ववेक्षा,1,0,0,1,1,0.04,0,1,1,0,1
पछतावा,0.428571428571429,0,0,0.5,0.333333333333333,0,0,0,1,0.297902097902098,1
ग्लानि,0.428571428571429,0,0,0.25,0.666666666666667,0,0,0.5,0.666666666666667,0.332867132867133,1
बंकिम,0.222222222222222,0,0.117283950617284,0.2,0.25,0,0,0,0.25,0.174946004319654,1
कुंचित,0.333333333333333,0.25,0.141975308641975,0.2,0.5,0,0,0,0.25,0.021598272138229,1
वंक,0,0,0.006172839506173,0,0,0.021739130434783,0,0,0,0,1
बंक,0,0.25,0.203703703703704,0,0,0,0,0,0,0.073434125269978,1
बंकट,0.111111111111111,0,0.117283950617284,0.2,0,0,0,0,0.25,0.006479481641469,1
उँकारी,0.333333333333333,0,0.117283950617284,0,0.75,0,0,0,0.5,0,1
प्रतिकुंचित,0.888888888888889,0,0.117283950617284,0.8,1,0,0,0.5,1,0,1
प्रतिकुञ्चित,1,0,0.117283950617284,1,1,0,0,1,1,0,1
बंगा,0.111111111111111,0,0,0,0.25,0.467391304347826,0,0,0.25,0.01511879049676,1
अटित,0.111111111111111,0.5,0.148148148148148,0,0.25,0,0,0,0.25,0,1
मदनी,0,1,0.814285714285714,0.5,0,0.25,1,0,0,0.06993006993007,1
कोठीवाल,0.666666666666667,0,0,0.666666666666667,0.666666666666667,0,0,0,0.5,0,1
ब्योहरिया,1,0,0,1,1,0,0,1,1,0,1
साहू,0.166666666666667,1,0.045454545454546,0,0.333333333333333,0.6,0,0,0.25,0.168174962292609,1
कराहती,0.5,0.5,0.5,0.6,0.333333333333333,0.724137931034483,0.222222222222222,0,1,0.046966731898239,1
कराह,0.25,0.5,0.5,0.4,0,0.724137931034483,0.222222222222222,0,0.5,0.557729941291585,1
आर्तनाद,0.625,0.5,0.333333333333333,0.6,0.666666666666667,0.896551724137931,0,0.333333333333333,1,0.10958904109589,1
आर्तस्वर,0.75,0,0.166666666666667,0.8,0.666666666666667,0.379310344827586,0,0.666666666666667,1,0,1
आर्त्तनाद,0.875,0.5,0.333333333333333,0.8,1,0.896551724137931,0,0.666666666666667,1,0.01174168297456,1
आर्त्तस्वर,1,0,0.166666666666667,1,1,0.379310344827586,0,1,1,0,1
सङ्केत,0.6,0.5,0.441558441558442,0.75,0.5,0.255474452554744,0.543933054393305,0.5,0.333333333333333,0.000409198788772,1
इङ्ग,0.2,0.375,0.571428571428571,0.25,0.5,0.058394160583942,0.518828451882845,0.5,0,0,1
केतु,0.2,0.75,1,0.25,0.5,1,1,0,0.333333333333333,0.000491038546526,1
प्रतिरूप,1,0.375,0.025974025974026,1,1,0.204379562043796,0,0.5,1,0.045993943857926,1
आत्मसमुद्भवा,1,0.333333333333333,1,1,1,0.056603773584906,0.6,1,1,0,1
वेग,0,0.666666666666667,1,0,0,0.63768115942029,0.655172413793103,0,0,0.214778009296362,1
रवानी,0.4,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.420289855072464,1,0,1,0.00929636159641,1
आस्यंदन,0.8,0.166666666666667,0.377777777777778,0.666666666666667,1,0,0.655172413793103,0.5,1,0,1
आस्यन्दन,1,0.166666666666667,0.377777777777778,1,1,0,0.655172413793103,1,1,0,1
आस्राव,0.6,0.166666666666667,0.155555555555556,0.333333333333333,1,0.057971014492754,0.758620689655172,0.5,0.5,0.00032056419298,1
परिष्यंद,1,0,0,1,1,0.043478260869565,0,0.5,1,0,1
व्यवहारशील,1,0,0.052631578947369,1,0.333333333333333,0,0,0.5,1,0,1
अमली,0,1,1,0,0,0.227272727272727,0,0,0,0.035103115401492,1
वालिदा,0.428571428571429,0,0.051162790697675,0.4,0.5,0.244444444444444,0.00724112961622,0,0.5,0.001290798451042,1
अनवरत,0,0,0.6875,0.5,0,0,0,0,1,0.040256501603135,1
अविरत,0,0,0.375,0,0.25,1,1,0,0.5,0.007600047500297,1
अविश्रांत,0.8,1,1,0.5,1,0,0,0.5,0.5,0.000593753710961,1
अविश्रान्त,1,1,1,1,1,0,0,1,0.5,0.000593753710961,1
पण्य,0.2,0.166666666666667,0.314285714285714,0.333333333333333,0,0.254545454545454,1,1,0.333333333333333,0.061150622301245,1
पैंठ,0.2,0.5,0.428571428571429,0,0.5,0.290909090909091,0.685185185185185,0,0,0.000508001016002,1
पैठ,0,1,1,0,0,1,0.981481481481482,0,0,0.023304546609093,1
पण्यशाला,1,0,0.114285714285714,1,1,0,0,1,1,0,1
ख़ादिम,0.571428571428571,0,0.372093023255814,0.333333333333333,0.75,0.105263157894737,0.068062827225131,0,0.333333333333333,0.00178412132025,1
खादिम,0.428571428571429,0,0.372093023255814,0.333333333333333,0.5,0.105263157894737,0.068062827225131,0,0.333333333333333,0.014570324115373,1
टहलुआ,0.428571428571429,0,0.372093023255814,0.333333333333333,0.5,0.105263157894737,0.068062827225131,0,0.666666666666667,0.002081474873625,1
ताबेदार,0.714285714285714,0,0.372093023255814,0.666666666666667,0.75,0.105263157894737,0.068062827225131,0,0.666666666666667,0.006839131727624,1
नफर,0.142857142857143,0.25,0.546511627906977,0.333333333333333,0,0.219298245614035,0.516579406631763,0,0.333333333333333,0.000297353553375,1
नफ़र,0.285714285714286,0.25,0.546511627906977,0.333333333333333,0.25,0.219298245614035,0.516579406631763,0,0,0,1
अभिसर,0.428571428571429,0.5,0.813953488372093,0.333333333333333,0.5,0.596491228070175,0.148342059336824,0,0.666666666666667,0,1
अभिसारी,0.714285714285714,0.5,0.5,0.333333333333333,1,0.298245614035088,0.068062827225131,0,1,0.00059470710675,1
पारिकुट,0.714285714285714,0,0.372093023255814,0.666666666666667,0.75,0.105263157894737,0.068062827225131,0,0.666666666666667,0,1
अवराधक,0.571428571428571,0,0.372093023255814,0.666666666666667,0.5,0.105263157894737,0.068062827225131,0,1,0,1
चकरिहा,0.571428571428571,0,0.372093023255814,0.666666666666667,0.5,0.105263157894737,0.068062827225131,0,1,0,1
आश्रित,0.571428571428571,0.25,0.430232558139535,0.333333333333333,0.75,0.447368421052632,0.068062827225131,1,0.333333333333333,0.215581326196848,1
वृन्द,0.428571428571429,0.25,0.441860465116279,0.333333333333333,0.5,0.31578947368421,0.771378708551483,1,0,0.015462384775498,1
वृंद,0.285714285714286,0.25,0.441860465116279,0,0.5,0.31578947368421,0.771378708551483,0,0,0.006839131727624,1
खेढ़ा,0.428571428571429,0,0.337209302325581,0,0.75,0,0.771378708551483,0,0.333333333333333,0,1
निकुरंब,0.714285714285714,0,0.337209302325581,0.666666666666667,0.75,0,0.771378708551483,0,0.666666666666667,0,1
निकुरम्ब,0.857142857142857,0,0.337209302325581,1,0.75,0,0.771378708551483,1,0.666666666666667,0.000297353553375,1
सङ्कुल,0.571428571428571,0.75,1,0.666666666666667,0.5,0.271929824561403,0.863874345549738,1,0.333333333333333,0,1
झँडूला,0.571428571428571,0.75,0.372093023255814,0.333333333333333,0.75,1,0.771378708551483,0,0.666666666666667,0,1
इश्तिराक,0.6,1,1,0.25,0.75,0.791666666666667,1,1,0,0,1
इश्तराक,0.4,1,1,0.25,0.5,0.791666666666667,1,1,0,0,1
इशतिराक,0.4,1,1,0.25,0.5,0.791666666666667,1,0,0.5,0,1
श्रीकृष्ण,0.714285714285714,0,0,0.5,0.75,0,0,1,0.4,0.303025477707006,1
द्वारिकाधीश,1,0,0,0.75,1,0,0,0.5,0.8,0.003662420382166,1
ब्रजबिहारी,0.857142857142857,0,0,0.75,0.75,0,0,0.5,1,0.00031847133758,1
कालियमर्दन,0.857142857142857,0,0,1,0.5,0,0,0.5,0.8,0.00015923566879,1
वनमाली,0.285714285714286,0,0,0.25,0.25,0,0,0,0.6,0.001114649681529,1
वासुदेव,0.428571428571429,0.6,0.170542635658915,0.25,0.5,1,0.006493506493507,0,0.4,0.07484076433121,1
नरनारायण,0.571428571428571,0.4,0.015503875968992,0.75,0.25,0.316831683168317,0,0,0.8,0.000796178343949,1
पीतवास,0.285714285714286,0,0,0.25,0.25,0,0,0,0.4,0,1
अहिजित,0.285714285714286,0,0,0,0.5,0,0,0,0.4,0,1
कुंजबिहारी,0.857142857142857,0,0,0.5,1,0,0,0,0.8,0.001433121019108,1
कृष्णचंद्र,0.857142857142857,0,0,0.75,0.75,0,0,1,0.6,0.002707006369427,1
द्वारिकानाथ,1,0,0,0.75,1,0,0,0.5,0.8,0.001592356687898,1
द्वारकानाथ,0.857142857142857,0,0,0.75,0.75,0,0,0.5,0.8,0.004299363057325,1
योगेश्वर,0.571428571428571,0,0,0.5,0.5,0,0,0.5,0.4,0.012261146496815,1
वंशीधारी,0.571428571428571,0,0,0.25,0.75,0,0,0,0.6,0.00015923566879,1
बकवैरी,0.285714285714286,0.2,0.127906976744186,0.25,0.25,0.02970297029703,0,0,0.6,0,1
मंजुकेशी,0.571428571428571,0,0,0.25,0.75,0,0,0,0.6,0,1
नंदकुमार,0.571428571428571,0,0,0.5,0.5,0,0,0,0.6,0.006528662420382,1
नन्दकुमार,0.714285714285714,0,0,0.75,0.5,0,0,0.5,0.6,0.002229299363057,1
नंदकुँवर,0.571428571428571,0,0,0.5,0.5,0,0,0,0.6,0,1
नंदनंदन,0.428571428571429,0,0,0.5,0.25,0,0,0,0.6,0.001114649681529,1
नन्दनन्दन,0.714285714285714,0,0,1,0.25,0,0,1,0.6,0.000477707006369,1
विश्वपति,0.571428571428571,0.2,0.441860465116279,0.5,0.5,0.138613861386139,1,0.5,0.4,0.00015923566879,1
पूतनारि,0.428571428571429,0,0,0.25,0.5,0,0,0,0.6,0,1
पूतनासूदन,0.714285714285714,0,0,0.75,0.5,0,0,0,0.8,0,1
विट्ठलदेव,0.714285714285714,0,0,0.75,0.5,0,0,0.5,0.6,0,1
सोमेश्वर,0.571428571428571,0.2,0.011627906976744,0.5,0.5,0.00990099009901,0,0.5,0.4,0.065764331210191,1
वृषदर्भ,0.428571428571429,0,0,0.5,0.25,0,0,0.5,0.4,0.00015923566879,1
वृषनाशन,0.428571428571429,0,0,0.5,0.25,0,0,0,0.6,0,1
अरिकेशी,0.428571428571429,0,0,0,0.75,0,0,0,0.6,0,1
रासबिहारी,0.714285714285714,0,0,0.5,0.75,0,0,0,0.8,0.005095541401274,1
गिरधर,0.142857142857143,0,0,0.25,0,0,0,0,0.4,0.012261146496815,1
मुकुन्द,0.428571428571429,1,0.372093023255814,0.25,0.5,0.782178217821782,0,0.5,0.2,0.003503184713376,1
शकटहा,0.142857142857143,0,0,0.25,0,0,0,0,0.4,0,1
नवलकिशोर,0.571428571428571,0,0,0.75,0.25,0,0,0,0.8,0.001751592356688,1
वेदाध्यक्ष,0.857142857142857,0,0,0.75,0.75,0,0,1,0.4,0,1
शवकृत,0.142857142857143,0,0,0.25,0,0,0,0,0.4,0,1
यादवेंद्र,0.714285714285714,0,0,0.5,0.75,0,0,0.5,0.6,0.001592356687898,1
यवनारि,0.285714285714286,0,0,0.25,0.25,0,0,0,0.6,0,1
अनंतजित्,0.571428571428571,0.2,0.046511627906977,0.25,0.75,0.099009900990099,0,0.5,0.6,0,1
अनन्तजित्,0.714285714285714,0.2,0.046511627906977,0.5,0.75,0.099009900990099,0,1,0.6,0,1
अगुआ,0.142857142857143,0.285714285714286,0.212765957446808,0,0.5,0.39344262295082,1,0,0.333333333333333,0.005077525983984,1
सरगना,0.285714285714286,0.142857142857143,0.127659574468085,0.6,0,0.221311475409836,0.12621359223301,0,0.666666666666667,0.006542852274663,1
प्रभारी,0.571428571428571,0,0,0.6,0.5,0,0,0.5,1,0.020582722780712,1
अधिष्ठाता,0.857142857142857,0.142857142857143,0.042553191489362,0.6,1,0.221311475409836,0.067961165048544,0.5,1,0.002589879025388,1
दक्षता,0.285714285714286,0,0,0.25,0.333333333333333,0,0,0.5,0,0.072833966171902,1
पटुता,0.142857142857143,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.003451846738005,1
प्रावीण्य,0.714285714285714,0,0,0.5,1,0,0,1,0.666666666666667,0.004142216085606,1
नैपुण्य,0.428571428571429,0,0,0.25,0.666666666666667,0,0,0.5,0.333333333333333,0.005868139454608,1
सुघड़पन,0.428571428571429,0.166666666666667,0.384615384615385,0.5,0.333333333333333,0.129310344827586,0,0,0.333333333333333,0.000690369347601,1
सुघड़ापा,0.571428571428571,0.166666666666667,0.384615384615385,0.25,1,0.129310344827586,0,0,0.666666666666667,0,1
सुघरपन,0.285714285714286,0.166666666666667,0.384615384615385,0.5,0,0.129310344827586,0,0,0.666666666666667,0,1
सुघराई,0.285714285714286,0.333333333333333,0.423076923076923,0,0.666666666666667,0.155172413793103,0,0,0.333333333333333,0.001380738695202,1
अनुहरिया,1,0,0,1,1,0,0,0,1,0,1
अनुकरण,0.5,0,0,0.5,0.4,0,0,0,1,0.599708879184862,1
अनुसरण,0.5,0.2,0.086956521739131,0.5,0.4,0.4,0.090909090909091,0,1,1,1
अनुक्रिया,1,0,0,0.5,1,0,0,1,1,0.029112081513828,1
अनुगम,0.333333333333333,1,1,0,0.4,1,0.636363636363636,0,0.666666666666667,0.001455604075691,1
अनुवर्तन,0.833333333333333,0.2,0.014492753623188,1,0.6,0.1,0,1,1,0.017467248908297,1
अनुसृति,0.666666666666667,0,0,0,0.8,0,0,0,1,0,1
अनुहरण,0.5,0,0,0.5,0.4,0,0,0,1,0.021834061135371,1
मुलाहज़ा,0.714285714285714,0.111111111111111,0.107142857142857,0.4,0.8,0.008403361344538,0.003710575139147,0,0.5,0.000234907211651,1
मुलाहिज़ा,0.857142857142857,0.111111111111111,0.107142857142857,0.4,1,0.008403361344538,0.003710575139147,0,0.5,0.000469814423303,1
अलान,0.666666666666667,1,0.666666666666667,0.333333333333333,0.666666666666667,1,0,0,1,0.00622277535781,1
आलान,0.666666666666667,0.666666666666667,0.6,0.333333333333333,0.666666666666667,0.714285714285714,0,0,1,0.001244555071562,1
अंदु,0.666666666666667,0.666666666666667,1,0,1,0.571428571428571,1,0,1,0,1
अन्दु,1,0.666666666666667,1,0.333333333333333,1,0.571428571428571,1,1,1,0,1
फंग,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0.005600497822029,1
फग,0,0,0,0.333333333333333,0,0,0,0,0,0,1
इस्लाह,0.25,0.166666666666667,0.109375,0,0.666666666666667,0.176470588235294,0.097087378640777,1,0,0.001235330450896,1
इसलाह,0,0.166666666666667,0.109375,0,0.333333333333333,0.176470588235294,0.097087378640777,0,0.5,0.000864731315627,1
परिष्करण,0.75,0.166666666666667,0.125,1,0.333333333333333,0.047058823529412,0,1,1,0.012600370599135,1
परिशोधन,0.5,0.166666666666667,0.125,0.666666666666667,0.333333333333333,0.047058823529412,0,0,1,0.006670784434836,1
इहकाल,0.375,0.166666666666667,0.235294117647059,0.6,0.25,0.458823529411765,0,0,0.666666666666667,0,1
आउ,0,0,0.132352941176471,0,0.25,0.176470588235294,0,0,0,0.00055914197123,1
भाँति,0.4,0,0,0,0.75,0,0,0,0.333333333333333,0.02535181434264,1
छान,0,0.25,0.166666666666667,0,0,0.425,0,0,0,1,1
अवतरणिका,0.555555555555556,1,1,0.5,0.6,0.4,0,0,1,0.000468164794007,1
अवतरणी,0.333333333333333,1,1,0.25,0.4,0.4,0,0,0.6,0,1
इतिकर्तव्यता,1,0,0,1,1,0,0,1,0.8,0.000468164794007,1
चित्रकारी,1,0.75,0.5,1,1,0.536585365853659,0.6,1,1,0.014993752603082,1
अलङ्कार,0.75,0.076923076923077,0.018087855297158,0.5,1,0.03968253968254,0.030909090909091,0.5,1,0.004132231404959,1
आभरण,0,0.038461538461539,0.041343669250646,0,0,0.031746031746032,0,0,1,0.006887052341598,1
अभ्यञ्जन,1,0.115384615384615,0.090439276485788,1,1,0.099206349206349,0.01,1,1,0,1
अवतंस,0.25,0.384615384615385,0.201550387596899,0,0.5,0.373015873015873,0.277272727272727,0,1,0.00137741046832,1
अवतन्स,0.5,0.384615384615385,0.201550387596899,0.5,0.5,0.373015873015873,0.277272727272727,0.5,1,0,1
ढारस,0,0,0,0.333333333333333,0,0,0,0,0.5,0.005253940455342,1
तीहा,0,0,0,0,0.333333333333333,0,0,0,0.5,0,1
तसकीन,0.2,0,0,0.666666666666667,0,0,0,0,1,0.008756567425569,1
दिलजोई,0.4,0,0,0.333333333333333,0.666666666666667,0,0,0,1,0.012259194395797,1
अद्रि,0.5,0.047619047619048,0.016051364365971,0.25,0.666666666666667,0.021447721179625,0.085327783558793,0.5,0.333333333333333,0.000876424189308,1
पयोधर,0.5,0.380952380952381,0.489566613162119,0.75,0,0.117962466487936,0.059313215400624,0,0.666666666666667,0.000766871165644,1
स्थावर,0.666666666666667,0,0,0.75,0.333333333333333,0,0,0.5,0.666666666666667,0.009312007011394,1
वसुधाधर,0.833333333333333,0.047619047619048,0.21669341894061,1,0.333333333333333,0.107238605898123,0.002081165452653,0,1,0,1
पारावत,0.666666666666667,0.095238095238095,0.062600321027287,0.75,0.333333333333333,0.120643431635389,0.209157127991675,0,0.666666666666667,0.000438212094654,1
वलाहक,0.5,0.095238095238095,0.173354735152488,0.75,0,0.024128686327078,0.010405827263268,0,0.666666666666667,0.000109553023663,1
अश्म,0.333333333333333,0.238095238095238,0.229534510433387,0.25,0.333333333333333,0.067024128686327,0.113423517169615,0.5,0,0.000547765118317,1
भूमिभृत,0.833333333333333,0.047619047619048,0.099518459069021,0.75,0.666666666666667,0.021447721179625,0.245577523413111,0,0.666666666666667,0,1
जुवा,0.25,0,0.012345679012346,0.5,0.5,0.068493150684932,0.004255319148936,0,0.5,0.011494252873563,1
द्यूत,0.5,0,0.012345679012346,1,0.5,0.068493150684932,0.004255319148936,1,0.5,0.110344827586207,1
पतय,0,0.75,1,1,0,0.232876712328767,1,0,0.5,0,1
कैतव,0.25,0.75,0.518518518518518,1,0.25,0.821917808219178,0.046808510638298,0,0.5,0,1
अंधिका,0.75,1,0.5,0.5,1,1,0.080851063829787,0,1,0.002298850574713,1
अन्धिका,1,1,0.5,1,1,1,0.080851063829787,1,1,0,1
जुआठ,0.25,0,0,0.5,0.5,0,0,0,0,0.002298850574713,1
जुआठा,0.5,0,0,0.5,0.75,0,0,0,0.5,0.004597701149425,1
माची,0.25,0.5,0.055555555555556,0.5,0.5,0.246575342465753,0.001418439716312,0,0.5,0.016091954022989,1
सिमल,0.25,0,0,1,0.25,0,0,0,0.5,0.087356321839081,1
टेव,0,0,0.111111111111111,0,0.25,0,0,0,0,0.000540394487976,1
परन,0,1,0.527777777777778,0.333333333333333,0,0.866666666666667,1,0,0.5,0.003782761415834,1
परनि,0.166666666666667,0,0.111111111111111,0.333333333333333,0.25,0,0,0,0.5,0,1
तोष,0,1,1,0.333333333333333,0,1,1,0,0,0.121848739495798,1
उद्विग्नता,1,0.25,0.061855670103093,0.75,1,0.070588235294118,0,1,0.333333333333333,0.018498942917548,1
आकुलत्व,0.5,0.25,0.041237113402062,0.5,0.5,0.188235294117647,0,0.5,0.333333333333333,0,1
कांचन,0.222222222222222,0,0,0.2,0.25,0,0,0,0.25,0.022294022617124,1
सुवरन,0.222222222222222,0,0,0.4,0,0,0,0,0.5,0,1
काञ्चन,0.333333333333333,0,0,0.4,0.25,0,0,0.333333333333333,0.25,0,1
वरवर्ण,0.333333333333333,0,0,0.6,0,0,0,0.333333333333333,0.5,0,1
शातकुम्भ,0.555555555555556,0.230769230769231,0.330049261083744,0.6,0.5,0.38974358974359,0.08256880733945,0.333333333333333,0.5,0,1
शातकौंभ,0.444444444444444,0,0,0.4,0.5,0,0,0,0.5,0,1
शातकौम्भ,0.555555555555556,0,0,0.6,0.5,0,0,0.333333333333333,0.5,0,1
चामीकर,0.333333333333333,0.076923076923077,0.137931034482759,0.4,0.25,0.01025641025641,0.022935779816514,0,0.5,0,1
पुरुद,0.222222222222222,0,0,0.2,0.25,0,0,0,0.25,0,1
श्रीमत्कुंभ,0.888888888888889,0,0,0.8,1,0,0,0.666666666666667,0.75,0,1
श्रीमत्कुम्भ,1,0,0,1,1,0,0,1,0.75,0,1
शतकुम्भ,0.444444444444444,0.076923076923077,0.054187192118227,0.6,0.25,0.133333333333333,0,0.333333333333333,0.5,0,1
शतकौंभ,0.333333333333333,0,0,0.4,0.25,0,0,0,0.5,0,1
शतकौम्भ,0.444444444444444,0,0,0.6,0.25,0,0,0.333333333333333,0.5,0,1
शतकौम्भक,0.555555555555556,0,0,0.8,0.25,0,0,0.333333333333333,0.75,0,1
शतखण्ड,0.333333333333333,0,0,0.6,0,0,0,0.333333333333333,0.5,0,1
अश्मकर,0.333333333333333,0,0,0.4,0.25,0,0,0.333333333333333,0.5,0,1
अष्टापद,0.444444444444444,0.230769230769231,0.295566502463054,0.4,0.5,0.251282051282051,0.036697247706422,0.333333333333333,0.5,0.000969305331179,1
मरुत्,0.222222222222222,0.153846153846154,0.29064039408867,0.2,0.25,0.205128205128205,0.44954128440367,0.333333333333333,0.25,0.001615508885299,1
दत्र,0.111111111111111,0.076923076923077,0.123152709359606,0.2,0,0.015384615384615,0.688073394495413,0.333333333333333,0.25,0.00032310177706,1
तार्क्ष्य,0.666666666666667,0.538461538461538,0.699507389162562,0.6,0.75,0.584615384615385,1,1,0.25,0,1
हरज़ा,0.666666666666667,0.25,0.682926829268293,0.5,0.5,0.215189873417722,0.166666666666667,0,0.5,0,1
हरजा,0.333333333333333,0.25,0.682926829268293,0.5,0,0.215189873417722,0.166666666666667,0,0.5,0.001015847216579,1
महुआ,0,0.5,0.15625,0,0.333333333333333,0.389473684210526,1,0,0,1,1
मधुक,0,0.5,0.15625,0.333333333333333,0,0.389473684210526,1,0,0,0.021097046413502,1
महूक,0,0.5,0.15625,0.333333333333333,0,0.389473684210526,1,0,0,0,1
महूख,0,0.5,0.15625,0.333333333333333,0,0.389473684210526,1,0,0,0,1
मधुष्ठील,0.8,0,0.046875,1,0.666666666666667,0.221052631578947,0,1,0.5,0,1
मधुवृक्ष,0.8,0,0.046875,1,0.666666666666667,0.221052631578947,0,1,0.5,0,1
मधुशाक,0.4,0,0.046875,0.666666666666667,0.333333333333333,0.221052631578947,0,0,0.5,0,1
महाद्रुम,0.8,1,1,1,0.666666666666667,1,0.5,1,0.5,0.016877637130802,1
मधूक,0,1,0.390625,0.333333333333333,0,0.442105263157895,1,0,0,0.025316455696203,1
अभिन्नपुट,1,0,0,1,1,0,0.5,1,1,0,1
उपचर्या,0.4,1,0.666666666666667,0.333333333333333,0.5,0.03030303030303,1,0.5,1,0.000306795520785,1
मुआलिजा,0.4,0,0,0,1,0,0,0,0.5,0,1
प्रचुर,0.4,0,0.449275362318841,0.666666666666667,0.25,0,0,0.5,0.5,0.07237438781063,1
अच्छाखासा,1,0,0.449275362318841,0.666666666666667,1,0,0,0.5,1,0.000544168329403,1
आयुर्बल,1,0,0,1,1,0.008196721311475,0,1,1,6.79758821570107E-06,1
वृषल,0,1,1,0.25,0,0.560975609756098,1,0,0,0,1
अप्यय,1,1,1,0,1,1,1,1,0,0,1
अलिन्द,0.375,0.222222222222222,0.125,0.4,0.6,0.082802547770701,0,0.5,0.333333333333333,0.004020677771396,1
मधुलोलुप,0.625,0,0.103125,0.8,0.6,0,0,0,1,0,1
नीलांगु,0.5,0.333333333333333,0.19375,0.4,0.8,0.101910828025478,0.763052208835341,0,0.666666666666667,0,1
द्विरेफ,0.5,0,0.103125,0.6,0.6,0,0,0.5,0.666666666666667,0.001148765077542,1
मैलंद,0.25,0,0.103125,0.4,0.4,0,0,0,0.333333333333333,0,1
मैलन्द,0.375,0,0.103125,0.6,0.4,0,0,0.5,0.333333333333333,0,1
